name;density;spg;volume;SiOSi_average;SiOSi_gmean;SiOSi_hmean;SiOSi_max;SiOSi_mean;SiOSi_min;SiOSi_skew;SiOSi_std;SiOSi_var;SiO_average;SiO_gmean;SiO_hmean;SiO_max;SiO_mean;SiO_min;SiO_skew;SiO_std;SiO_var;ASA;AV;NASA;NAV;VolFrac;largest_free_sphere;largest_included_sphere;largest_included_sphere_free;max_dim;min_dim;mode_dim
9000001;2.299964701;1;14.45997929;144.1975608;143.4565863;142.7449456;171.425185;144.1975608;128.492231;0.601096978;14.87930578;221.3937406;1.603142161;1.603078695;1.603014903;1.619475391;1.603142161;1.577466373;-0.864635989;0.01422812;0.000202439;0;0;0;0.0004174;0;2.46558;3.11145;3.11145;0;0;[0]
9000002;2.807640173;1;11.84533626;144.1500074;143.1602872;142.1884942;177.1277923;144.1500074;118.3156771;0.340825148;17.02333291;289.7938634;1.601009089;1.600950124;1.60089093;1.618477683;1.601009089;1.578358146;-0.677095577;0.01371381;0.000188069;0;0;0;0;0;0.29822;1.79148;1.33345;0;0;[0]
9000003;2.473788747;1;13.44392968;148.40947;147.9028301;147.3886425;165.2364686;148.40947;129.7875498;-0.258778337;12.1533147;147.7030583;1.599471;1.599413597;1.599356114;1.61470935;1.599471;1.58130356;-0.250020468;0.013541182;0.000183364;0;0;0;0;0;0.75253;1.83597;1.83597;0;0;[0]
9000004;1.941963552;1;17.12567773;149.251589;148.6508506;148.059786;173.2116773;149.251589;131.5555737;0.310004549;13.48093385;181.7355776;1.609679385;1.609656932;1.60963448;1.621429087;1.609679385;1.596253643;0.022410754;0.008502286;7.23E-05;0;0;0;0.00369731;0;2.40537;3.48727;3.2314;0;0;[0]
9000005;2.516909606;1;13.21360206;140.4734831;140.182516;139.8944488;162.9731968;140.4734831;121.0885954;0.462871044;9.099919407;82.80853322;1.613877591;1.613828128;1.613778758;1.633996136;1.613877591;1.595668109;0.363826602;0.012647148;0.00015995;0;0;0;0;0;1.69418;2.59076;2.59076;0;0;[0]
9000006;2.214044938;5;15.02112327;142.6330922;142.2463014;141.8654813;163.3534597;142.6330922;122.3536974;0.451000798;10.58971372;112.1420367;1.606817279;1.606722862;1.606628017;1.62609313;1.606817279;1.575613772;-0.624098972;0.017379222;0.000302037;0;0;0;9.94E-05;0;1.88171;2.86846;2.85433;0;0;[0]
9000007;2.721256224;1;12.22135632;145.1461174;143.8898058;142.6705806;176.2160444;145.1461174;118.5032584;0.368389203;19.3139958;373.0304337;1.60751372;1.607481352;1.607448971;1.622021208;1.60751372;1.592096085;-0.092734633;0.01019903;0.00010402;0;0;0;0;0;0.50004;1.60721;1.60721;0;0;[0]
9000008;3.127988269;1;10.63221441;143.0184319;141.7895384;140.5204725;173.5184879;143.0184319;107.0844442;-0.09954786;18.48050235;341.528967;1.673446669;1.672810755;1.672178074;1.76025578;1.673446669;1.602490212;0.309686202;0.046249694;0.002139034;0;0;0;0;0;0.59242;1.72234;1.72234;0;0;[0]
9000009;2.52482398;1;13.17218238;143.3346367;142.5991408;141.8947578;175.1080071;143.3346367;124.6860377;0.720135121;14.81969601;219.6233898;1.613165433;1.613105946;1.613046358;1.630997077;1.613165433;1.58874054;-0.292292207;0.013841753;0.000191594;0;0;0;0;0;0.8738;2.0763;2.0763;0;0;[0]
9000010;2.116099795;5;15.71638635;149.0264462;148.0419688;147.038592;170.8043808;149.0264462;120.6931834;-0.220783441;16.92094579;286.3184066;1.617072634;1.61691318;1.616754429;1.652595847;1.617072634;1.586186162;0.479484571;0.022758428;0.000517946;0;0;0;0.00112472;0;1.6118;3.16153;3.11781;0;0;[0]
9000011;2.682879476;1;12.39617443;137.7831024;137.4049798;137.0368843;158.8698924;137.7831024;124.8703973;0.571328348;10.33510092;106.814311;1.602469966;1.602433171;1.60239629;1.619427598;1.602469966;1.580616776;-0.503680749;0.010846755;0.000117652;0;0;0;0;0;0.92842;2.18179;2.04295;0;0;[0]
9000012;2.555512849;1;13.01399911;141.4566769;140.7798364;140.1058588;164.4338373;141.4566769;118.3438688;0.133761938;13.84976682;191.816041;1.610237997;1.610190304;1.61014248;1.62401872;1.610237997;1.589235681;-0.535539815;0.01237603;0.000153166;0;0;0;0;0;0.59705;2.38995;2.36549;0;0;[0]
9000013;2.425864127;1;13.70952379;137.4725211;137.3382313;137.2090753;155.7847058;137.4725211;129.4861286;1.446405327;6.198550681;38.42203054;1.612915197;1.612883494;1.612851755;1.628189331;1.612915197;1.59663394;-0.272924571;0.010106796;0.000102147;0;0;0;8.24E-05;0;1.36339;2.8376;2.83106;0;0;[0]
9000014;1.822010867;1;18.25315236;150.8906989;150.5296773;150.1631972;164.6778506;150.8906989;132.7399982;-0.300119492;10.35046283;107.1320808;1.605070605;1.605030247;1.60498974;1.615119754;1.605070605;1.584041668;-0.786673328;0.011360832;0.000129068;0;0;0.70253;0.00897914;0;2.56921;3.70945;3.58582;0;0;[0]
9000015;2.597833242;1;12.8019926;145.3322829;144.2896995;143.2452069;174.4559855;145.3322829;114.855087;0.087485655;17.36821788;301.6549922;1.62100343;1.62096284;1.620922259;1.641640229;1.62100343;1.601270778;0.061915369;0.011472875;0.000131627;0;0;0;0;0;1.87922;2.53888;2.53888;0;0;[0]
9000016;2.35882191;1;14.0991746;142.7496857;142.2405619;141.735533;164.1910425;142.7496857;123.3332654;0.197055206;12.0926816;146.2329482;1.600526879;1.600484856;1.600442802;1.614198868;1.600526879;1.58438152;-0.148141702;0.011593979;0.00013442;0;0;0;0;0;1.23069;2.4852;2.4852;0;0;[0]
9000017;2.378292596;1;13.98374699;140.7551944;140.1804685;139.6322452;167.5015443;140.7551944;123.9384119;0.852885537;13.01081492;169.281305;1.612207059;1.612160967;1.612114882;1.632280628;1.612207059;1.595255743;0.032563689;0.012191674;0.000148637;0;0;0;0;0;1.27615;2.33809;2.17709;0;0;[0]
9000018;2.583378354;1;12.87362414;146.0342827;145.3738341;144.6834653;164.789513;146.0342827;118.5827769;-0.638588994;13.56619107;184.04154;1.615287859;1.615208315;1.615129119;1.647297126;1.615287859;1.594856311;0.674589215;0.016065566;0.000258102;0;0;0;0;0;0.49336;2.13171;2.13171;0;0;[0]
9000019;2.603020493;1;12.77648103;144.3576474;143.9415593;143.5346635;166.6596115;144.3576474;125.0063432;0.561814611;11.08469269;122.870412;1.613876089;1.613834954;1.613793752;1.62762483;1.613876089;1.596645593;-0.345888055;0.011513075;0.000132551;0;0;0;0;0;0.624;1.80609;1.80609;0;0;[0]
9000020;2.313080421;1;14.37798775;140.1480703;139.6957729;139.2559497;160.6379895;140.1480703;125.6730835;0.525355726;11.40032655;129.9674454;1.593934365;1.593885195;1.593836055;1.609788492;1.593934365;1.579992875;0.114078514;0.01252353;0.000156839;0;0;0;0.000155637;0;1.49806;2.97261;2.94011;0;0;[0]
9000021;2.399902544;1;13.8578302;143.6840398;142.6575079;141.6354581;173.2239986;143.6840398;116.7893367;0.127236766;17.17625357;295.0236868;1.604452211;1.604404201;1.604356162;1.625603304;1.604452211;1.584893209;-0.10926642;0.012408299;0.000153966;0;0;0;0.000258345;0;0.7657;3.06133;2.98967;0;0;[0]
9000022;2.158638492;1;15.40667512;145.8333389;145.3584056;144.8942635;167.3125429;145.8333389;130.7174634;0.444329653;11.88900177;141.3483631;1.600067512;1.600017213;1.59996695;1.619004825;1.600067512;1.582174686;0.144333384;0.012691831;0.000161083;0;0;0;0.00032428;0;2.30231;3.01144;3.01144;0;0;[0]
9000023;2.246430193;1;14.80457396;142.5447951;142.3062912;142.0697735;159.1851817;142.5447951;129.6154532;0.263107621;8.277207454;68.51216323;1.606237725;1.606176815;1.606116011;1.632625127;1.606237725;1.582815086;0.313937722;0.014000429;0.000196012;0;0;0;0.00023148;0;1.70772;2.97997;2.97997;0;0;[0]
9000024;2.288403558;1;14.53303192;144.7135316;143.9168604;143.1496838;171.1736161;144.7135316;124.3094915;0.567690452;15.43974896;238.3858479;1.608900817;1.608844668;1.608788163;1.622230339;1.608900817;1.579474525;-1.128873983;0.013398992;0.000179533;0;0;0;0.00132844;0;1.78505;3.48521;3.43075;0;0;[0]
9000025;2.240462016;1;14.84401062;144.4924871;143.7061306;142.953983;179.9353981;144.4924871;123.1513786;0.742074822;15.39928575;237.1380015;1.608279136;1.608196058;1.60811281;1.627135584;1.608279136;1.583630912;-0.301402725;0.016329823;0.000266663;0;0;0;0.000267803;0;1.85392;3.04346;3.04346;0;0;[0]
9000026;2.770617681;1;12.00362005;137.4548857;136.9395624;136.425883;160.7779335;137.4548857;117.7707158;0.151891227;11.91563048;141.9822497;1.606085434;1.605943057;1.605800246;1.636865711;1.606085434;1.566357159;-0.330436433;0.021352529;0.000455931;0;0;0;0;0;0.65678;1.6119;1.41741;0;0;[0]
9000027;2.294184838;3;14.49640909;153.2653425;151.8701738;150.4670687;178.3945045;153.2653425;125.6414206;-0.104517454;20.50832516;420.5914009;1.609700457;1.609665903;1.609631299;1.625462895;1.609700457;1.590734416;-0.325027812;0.010539534;0.000111082;0;0;0;0;0;1.51467;2.04584;2.03783;0;0;[0]
9000028;2.315261522;1;14.36444291;143.5315483;143.0957804;142.6814666;174.4113049;143.5315483;127.7207702;1.126553734;11.47595149;131.6974627;1.61201907;1.611995571;1.611972111;1.626912188;1.61201907;1.600756805;0.476395212;0.0087116;7.59E-05;0;0;0;8.64E-06;0;1.45203;2.71834;2.71834;0;0;[0]
9000029;2.47404604;1;13.44253155;147.3215447;146.4768405;145.6378703;177.935585;147.3215447;121.7977761;0.18611374;15.80986102;249.9517055;1.604074108;1.604023483;1.60397285;1.625389964;1.604074108;1.582750242;-0.02394396;0.012742987;0.000162384;0;0;0;0;0;0.91615;2.56001;2.56001;0;0;[0]
9000030;2.543718068;1;13.07434278;144.3160146;143.8670801;143.4217082;165.4241142;144.3160146;125.1168558;0.222678724;11.42162798;130.4535856;1.602619679;1.602594741;1.602569834;1.617569432;1.602619679;1.590434911;0.34597839;0.008946174;8.00E-05;0;0;0;0;0;0.82547;2.30718;2.16497;0;0;[0]
9000031;2.117931021;1;15.7027975;146.9755669;146.4323774;145.8903202;170.2109151;146.9755669;128.4727629;0.082659823;12.63413992;159.6214915;1.605630936;1.605539677;1.605448465;1.631799599;1.605630936;1.580710973;0.072197622;0.017122687;0.000293186;0;0;0;0.00166201;0;2.15917;3.17323;3.17323;0;0;[0]
9000032;2.258782793;1;14.72361222;143.8181206;143.4414148;143.051923;158.2756239;143.8181206;122.6257836;-0.64720007;10.22905338;104.633533;1.622337086;1.622303775;1.622270406;1.637379883;1.622337086;1.60402581;-0.413904644;0.010386843;0.000107886;0;0;0;0.000610952;0;1.47495;3.13046;3.13046;0;0;[0]
9000033;2.267444868;5;14.6673652;141.9454407;141.6269595;141.3127242;163.7610251;141.9454407;127.5393441;0.395597903;9.571901797;91.62130402;1.609041142;1.608954352;1.608867394;1.632665259;1.609041142;1.579363138;-0.273779696;0.016695716;0.000278747;0;0;0;0;0;1.26375;2.68605;2.68605;0;0;[0]
9000034;2.403530259;1;13.83691419;146.7026531;146.0021313;145.3019266;175.6629085;146.7026531;120.5686552;0.152021399;14.33917514;205.6119437;1.605857413;1.605767594;1.605677823;1.629955715;1.605857413;1.582758711;0.077138653;0.016988555;0.000288611;0;0;0;0;0;0.83299;2.59354;2.25113;0;0;[0]
9000035;2.63658942;1;12.6138115;143.083334;142.55851;142.0494734;171.7122607;143.083334;126.2122176;0.657879504;12.44262006;154.8187939;1.600759177;1.600746818;1.600734459;1.611222828;1.600759177;1.591569475;0.023697482;0.006290545;3.96E-05;0;0;0;0;0;0.76605;1.86235;1.32922;0;0;[0]
9000036;2.292019961;1;14.51010136;145.1883925;144.5033902;143.8246641;172.2462048;145.1883925;120.6651972;0.237174008;14.15728044;200.4285895;1.598813133;1.598758126;1.598703006;1.616453863;1.598813133;1.579036141;-0.368373461;0.013248717;0.000175528;0;0;0;0;0;1.81255;2.70925;2.70846;0;0;[0]
9000037;2.63345879;1;12.62880668;143.120386;142.1213285;141.1568326;175.2585943;143.120386;121.6775791;0.50032323;17.16963607;294.7964029;1.607888855;1.607873994;1.607859156;1.621351001;1.607888855;1.599468538;0.546893812;0.006918416;4.79E-05;0;0;0;0;0;1.2013;1.95017;1.94455;0;0;[0]
9000038;2.559524791;1;12.99360024;143.2478205;142.4432686;141.6090889;166.2637788;143.2478205;118.5477309;-0.468399147;14.87854803;221.3711914;1.60341362;1.603311281;1.60320914;1.628928306;1.60341362;1.581921022;0.254295105;0.018132703;0.000328795;0;0;0;0;0;1.0094;1.96885;1.96885;0;0;[0]
9000039;2.362779503;1;14.07555885;142.7246262;142.1087935;141.5311234;176.7039838;142.7246262;127.8479591;1.111941284;13.67665704;187.0509479;1.613377734;1.613342073;1.61330652;1.634728048;1.613377734;1.597195057;0.686900845;0.010743086;0.000115414;0;0;0;1.69E-05;0;1.82941;2.75692;2.75692;0;0;[0]
9000040;2.81767471;1;11.80315167;142.066906;141.5896982;141.1251859;162.9638477;142.066906;128.0791979;0.514898301;11.78616122;138.9135963;1.611995285;1.611926502;1.611858238;1.646437015;1.611995285;1.593890751;1.243792009;0.014948002;0.000223443;0;0;0;0;0;0.4352;1.70527;1.70527;0;0;[0]
9000041;2.23370138;1;14.88893827;146.4520299;145.6598487;144.8777174;173.5462931;146.4520299;124.3094956;0.255475395;15.30757238;234.3217722;1.598179665;1.598126856;1.598073882;1.61634171;1.598179665;1.577388119;-0.568627666;0.012971929;0.000168271;0;0;0;0;0;1.92839;2.58522;2.58522;0;0;[0]
9000042;2.318507271;1;14.34433369;151.2010994;149.8547611;148.5580922;179.9736358;151.2010994;128.5518901;0.384820332;20.45292534;418.3221549;1.609560933;1.609544326;1.609527684;1.619658328;1.609560933;1.595335297;-0.697140199;0.007303899;5.33E-05;0;0;0;0.000129394;0;0.89573;2.82403;2.82403;0;0;[0]
9000043;2.488748953;1;13.3631164;141.9088585;141.1905036;140.4689864;167.1615919;141.9088585;119.0779767;0.065914711;14.24222975;202.8411082;1.605730536;1.605702306;1.60567407;1.621190899;1.605730536;1.591022172;-0.044301497;0.009520567;9.06E-05;0;0;0;2.41E-05;0;0.4886;2.81108;2.81108;0;0;[0]
9000044;2.145095404;1;15.50394537;150.4181142;149.9754095;149.5332965;174.5712697;150.4181142;127.8820655;0.159053745;11.55089896;133.4232668;1.599182767;1.5991462;1.599109549;1.613602965;1.599182767;1.582116033;-0.511603601;0.010801899;0.000116681;0;0;0;0.000438211;0;1.25882;2.98344;2.84817;0;0;[0]
9000045;2.262750678;1;14.69779339;142.9210537;142.1764252;141.4634234;177.5859814;142.9210537;124.124245;0.730945193;14.89383864;221.8264294;1.611925073;1.611865307;1.61180563;1.636947803;1.611925073;1.593353509;0.267788774;0.013891084;0.000192962;0;0;0;0.000822013;0;2.02363;3.15357;3.0627;0;0;[0]
9000046;2.700797254;1;12.31393504;138.6849688;138.0235506;137.3720247;171.2164754;138.6849688;116.7572037;0.419440477;13.65530331;186.4673085;1.617053155;1.616949752;1.616846442;1.650832988;1.617053155;1.584804743;0.139881616;0.018295348;0.00033472;0;0;0;0;0;0.61849;1.73582;1.55154;0;0;[0]
9000047;2.364259687;1;14.06674662;143.1504764;142.6117572;142.0972938;171.2718562;143.1504764;126.5845691;0.880784538;12.70058102;161.3047582;1.605435961;1.605377271;1.605318615;1.626742344;1.605435961;1.586113886;0.101890517;0.01373117;0.000188545;0;0;0;9.31E-05;0;0.80516;2.88572;2.83799;0;0;[0]
9000048;2.90823639;1;11.43560477;140.3397853;139.9043917;139.4820024;162.1580641;140.3397853;126.4135587;0.627336568;11.2135914;125.744632;1.614364088;1.614190533;1.614017053;1.654089051;1.614364088;1.572641973;0.065849099;0.02367714;0.000560607;0;0;0;0;0;0.22165;1.43113;1.43113;0;0;[0]
9000049;2.606557023;1;12.75914613;142.8658901;142.2268503;141.6141042;178.6356299;142.8658901;125.3136684;0.832400934;13.80373105;190.542991;1.605792021;1.605708915;1.605625838;1.629952529;1.605792021;1.582114088;0.055372869;0.01633978;0.000266988;0;0;0;0;0;1.51634;1.93177;1.93177;0;0;[0]
9000050;2.610514101;1;12.73980552;142.5313123;141.4282415;140.3338715;172.2472714;142.5313123;118.5666159;0.11165738;17.73946384;314.6885775;1.617996713;1.617896848;1.617796604;1.63959118;1.617996713;1.584458974;-0.504979643;0.017942426;0.000321931;0;0;0;0;0;0.97246;1.92158;1.62323;0;0;[0]
9000051;2.018372266;1;16.47735777;145.4698232;144.6751942;143.890623;172.8943139;145.4698232;121.4125833;0.275353808;15.28536789;233.6424714;1.609223007;1.60916541;1.609107985;1.632527341;1.609223007;1.590596902;0.535998359;0.013635452;0.000185926;0;0;0;0.00138726;0;2.42978;3.30175;3.21698;0;0;[0]
9000052;2.320024071;1;14.33495556;147.2742974;146.1813323;145.1212413;177.5661119;147.2742974;123.6994405;0.372451057;18.15006623;329.4249042;1.600240749;1.600156754;1.60007282;1.628630966;1.600240749;1.577011602;0.11565839;0.016401758;0.000269018;0;0;0;0.00126723;0;2.50656;3.37931;3.37931;0;0;[0]
9000053;2.495111487;1;13.32904045;141.3330265;140.4260237;139.5309479;170.8060252;141.3330265;117.0770238;0.252513148;16.08988123;258.8842779;1.610491705;1.610386196;1.610281507;1.649879499;1.610491705;1.592641421;1.029168098;0.018506466;0.000342489;0;0;0;0;0;1.15799;1.95206;1.9101;0;0;[0]
9000054;2.601124509;1;12.78579392;146.4487266;145.9040696;145.3724883;171.9933923;146.4487266;129.4738358;0.472658725;12.77034595;163.0817357;1.606126777;1.606079983;1.606033254;1.624307732;1.606126777;1.589828819;0.278469913;0.01226878;0.000150523;0;0;0;0;0;0.71024;2.39234;2.37384;0;0;[0]
9000055;2.470299085;1;13.46292121;142.3043267;141.6220524;140.9605796;166.975594;142.3043267;125.8840106;0.468626618;14.11746879;199.302925;1.613976515;1.613883998;1.613791248;1.63997248;1.613976515;1.580513232;-0.335223264;0.017259552;0.000297892;0;0;0;0;0;1.79915;2.32471;2.32471;0;0;[0]
9000056;2.146876556;1;15.49108255;148.489343;148.0079969;147.5408337;174.6567034;148.489343;133.7623023;0.598658577;12.12329485;146.9742781;1.598165089;1.598134627;1.598104206;1.613335361;1.598165089;1.585064182;0.334530424;0.009874258;9.75E-05;0;0;0;0.00232898;0;2.27216;3.24843;3.24587;0;0;[0]
9000057;2.666902194;1;12.47043931;139.1510868;138.706449;138.2701252;160.1315269;139.1510868;121.2307034;0.411754482;11.22041881;125.8977984;1.604502236;1.604414774;1.604328124;1.643845606;1.604502236;1.587398645;1.351980653;0.016831221;0.00028329;0;0;0;0;0;0.5168;2.00859;1.64155;0;0;[0]
9000058;2.291513163;1;14.51331046;141.9299361;141.6335719;141.34255;162.7411476;141.9299361;129.2833959;0.501856167;9.254006276;85.63663215;1.608104959;1.608045604;1.607986094;1.628421109;1.608104959;1.581891559;-0.448918372;0.013798303;0.000190393;0;0;0;0.0011259;0;0.89455;3.11055;3.06785;0;0;[0]
9000059;2.316497263;1;14.35678016;148.0287003;147.0300349;146.0623666;179.511925;148.0287003;126.9671253;0.412558619;17.41114481;303.1479636;1.602260905;1.602199889;1.60213897;1.623752043;1.602260905;1.586210711;0.273256616;0.013993888;0.000195829;0;0;0;0;0;1.79677;2.5378;2.5378;0;0;[0]
9000060;2.497753272;1;13.3149428;144.711484;144.2072968;143.7109035;171.7087895;144.711484;126.5676497;0.368783155;12.16774652;148.0540553;1.602364007;1.602299431;1.602234543;1.617259444;1.602364007;1.573709509;-0.799498129;0.014350963;0.00020595;0;0;0;0;0;0.71816;2.28876;2.28876;0;0;[0]
9000061;2.286189478;1;14.54710656;150.2389962;149.8084919;149.3802808;176.5456022;150.2389962;132.7443553;0.247045851;11.40731576;130.1268528;1.601513603;1.601491681;1.601469751;1.613964793;1.601513603;1.587170578;-0.098588295;0.008378023;7.02E-05;0;0;0;0;0;1.87805;2.69042;2.69042;0;0;[0]
9000062;2.270175089;1;14.64972552;142.5762815;142.1148011;141.6535483;163.7719715;142.5762815;121.0304202;0.143901384;11.47654839;131.7111629;1.603794327;1.603724815;1.603655189;1.627358318;1.603794327;1.577523981;-0.255826034;0.0149197;0.000222597;0;0;0;0;0;1.63208;2.6006;2.6006;0;0;[0]
9000063;2.308201181;1;14.40838096;141.5604501;140.9060459;140.2749857;170.943869;141.5604501;123.98853;0.654927344;13.84856086;191.7826379;1.605310727;1.605247351;1.605183761;1.624742264;1.605310727;1.578750152;-0.561785035;0.014240423;0.00020279;0;0;0;0.00023395;0;1.10216;2.91601;2.90542;0;0;[0]
9000064;2.469267386;1;13.46854623;142.331212;141.7140026;141.1084678;165.8930555;142.331212;122.9457718;0.344522616;13.36110488;178.5191235;1.606487175;1.606446414;1.606405805;1.630926299;1.606487175;1.59091914;0.795632259;0.011465275;0.000131453;0;0;0;0;0;1.0826;2.21916;2.21916;0;0;[0]
9000065;2.56993016;1;12.94099056;143.269086;142.5783117;141.9356232;176.7620655;143.269086;124.0609621;1.229221465;14.58172763;212.6267807;1.611062547;1.611038283;1.611014;1.624926191;1.611062547;1.595400368;-0.207052387;0.008838594;7.81E-05;0;0;0;0;0;0.73885;2.13396;2.13396;0;0;[0]
9000066;2.477008083;1;13.42645677;142.7466747;142.0678459;141.432572;173.8349553;142.7466747;123.3287427;1.098078354;14.37583068;206.6645078;1.609950896;1.609916066;1.609881282;1.626635971;1.609950896;1.596570701;0.306110727;0.010597112;0.000112299;0;0;0;0;0;0.89986;2.39378;2.3677;0;0;[0]
9000067;2.325530538;1;14.30101278;143.7748831;143.1005399;142.458655;178.2536251;143.7748831;126.3648744;0.871265157;14.26389123;203.4585931;1.611942776;1.611771341;1.611600221;1.644639136;1.611942776;1.580220192;0.188158842;0.023529693;0.000553646;0;0;0;8.60E-06;0;1.02843;2.75592;2.70583;0;0;[0]
9000068;2.198430028;1;15.12781463;145.2984725;144.8073907;144.3307192;169.6562775;145.2984725;127.0838055;0.636377806;12.12036164;146.9031663;1.609803818;1.609749704;1.609695387;1.629355114;1.609803818;1.582174807;-0.667979665;0.013174919;0.000173578;0;0;0;0.00078238;0;1.08021;3.05652;3.05652;0;0;[0]
9000069;2.592990938;1;12.8258998;142.3400842;141.5535184;140.7822512;170.276167;142.3400842;120.9580496;0.348080417;15.08789628;227.644614;1.615087412;1.615001374;1.614914901;1.638004941;1.615087412;1.581167258;-0.721361551;0.016628722;0.000276514;0;0;0;0;0;0.32883;2.41314;2.41314;0;0;[0]
9000070;2.169404163;1;15.33021948;144.0246684;143.5124826;143.0286448;174.8864849;144.0246684;129.0612573;1.100410027;12.4905046;156.0127051;1.611277165;1.61119198;1.611106708;1.638212861;1.611277165;1.582805329;-0.141166867;0.016559685;0.000274223;0;0;0;0.00011063;0;1.25498;2.84426;2.84426;0;0;[0]
9000071;1.894430596;1;17.55537628;152.7189474;152.0967793;151.4584457;169.8349705;152.7189474;130.7035199;-0.421955926;13.58246355;184.4833162;1.602962831;1.602917619;1.602872414;1.621013274;1.602962831;1.5847255;0.036764611;0.012040394;0.000144971;0;0;0;0.00483525;0;2.34643;3.5775;3.48641;0;0;[0]
9000072;2.105964565;1;15.79202352;147.6138353;147.119863;146.6287554;164.5224218;147.6138353;127.28952;0.135470388;12.09625723;146.319439;1.600661535;1.600608802;1.600555864;1.616088204;1.600661535;1.57605945;-0.704321637;0.012967861;0.000168165;0;0;0;0.00189938;0;2.40914;3.26977;3.26977;0;0;[0]
9000073;2.150688212;1;15.46362776;146.3726387;145.4072;144.4655481;172.5606348;146.3726387;120.3176528;0.344541189;16.97377945;288.1091889;1.609801925;1.609740228;1.609678281;1.628303389;1.609801925;1.584224739;-0.688386131;0.01406528;0.000197832;0;0;0;0.000251084;0;2.26747;2.95798;2.95188;0;0;[0]
9000074;1.960716106;1;16.96188543;148.0307356;147.4374281;146.8505376;172.156936;148.0307356;127.51518;0.215444846;13.30565244;177.0403868;1.606463141;1.606441963;1.606420775;1.619725016;1.606463141;1.592511743;-0.116729527;0.008247217;6.80E-05;0;0.00210128;0;1.02E-05;0.00412;2.69108;3.21862;3.21862;1;1;[1]
9000075;1.919144735;1;17.3293037;145.382986;144.8323776;144.2920766;171.1335509;145.382986;130.4236944;0.346759198;12.75252249;162.6268298;1.604435517;1.604361028;1.604286498;1.625361175;1.604435517;1.581785513;-0.086883419;0.01545576;0.000238881;0;0;0;0.00297009;0;2.22272;3.28944;3.28944;0;0;[0]
9000076;2.76675576;1;12.02037506;140.5949508;139.9557146;139.342752;169.6203777;140.5949508;120.3275004;0.740764792;13.67828548;187.0954936;1.609060127;1.609029647;1.608999087;1.621443969;1.609060127;1.590287681;-0.630429314;0.009891049;9.78E-05;0;0;0;0;0;0.58862;1.82445;1.78458;0;0;[0]
9000077;2.726608388;1;12.19736655;144.6839908;143.4695313;142.2702558;176.3492648;144.6839908;119.0008101;0.198332928;18.80644741;353.6824643;1.61081229;1.610803418;1.610794516;1.616271635;1.61081229;1.597947369;-1.49071309;0.005337505;2.85E-05;0;0;0;0;0;0.72577;1.51504;1.51504;0;0;[0]
9000078;2.547591547;1;13.05446393;143.3002514;142.4935423;141.711466;172.0404261;143.3002514;120.878847;0.512717629;15.42020902;237.7828462;1.616148998;1.616106536;1.616063986;1.633754182;1.616148998;1.595152593;-0.42198291;0.011703208;0.000136965;0;0;0;0;0;0.80705;1.98048;1.78918;0;0;[0]
9000079;2.220615658;1;14.97667632;145.4259534;144.8003229;144.1980692;172.8904163;145.4259534;122.5478229;0.734961636;13.74569829;188.9442214;1.612417057;1.612328735;1.61224101;1.646126213;1.612417057;1.596755222;0.974901236;0.016933762;0.000286752;0;0;0;1.80E-05;0;1.59868;2.69291;2.69291;0;0;[0]
9000080;2.525316619;1;13.16961275;143.1510666;142.3968852;141.6732715;174.9030916;143.1510666;124.1152563;0.663826377;14.97700743;224.3107514;1.624017761;1.62393907;1.623859868;1.639734475;1.624017761;1.592747963;-0.982692701;0.015935193;0.00025393;0;0;0;0;0;1.34508;2.48993;2.43561;0;0;[0]
9000081;2.477020393;1;13.42639004;146.0825738;145.6081635;145.1263522;163.6404665;146.0825738;123.407715;-0.227915945;11.67302601;136.2595362;1.602432618;1.602336763;1.602240936;1.624406823;1.602432618;1.581404366;0.035722744;0.017529162;0.000307272;0;0;0;8.07E-06;0;1.08139;2.68867;2.42362;0;0;[0]
9000082;2.291956802;1;14.51050121;149.1564851;148.5717059;147.9897243;171.7358309;149.1564851;129.5724951;0.112793854;13.2196103;174.7580965;1.611732116;1.611644589;1.611556637;1.631842838;1.611732116;1.577636814;-0.686081965;0.01675624;0.000280772;0;0;0;0.000820264;0;1.51546;3.31729;3.31729;0;0;[0]
9000083;2.28569225;1;14.55027113;153.1004898;152.3961438;151.6928867;174.2099975;153.1004898;132.1126449;0.041495807;14.66745737;215.1343058;1.608270279;1.608257122;1.608243983;1.621663664;1.608270279;1.598094215;0.539483008;0.006510188;4.24E-05;0;0;0;0;0;1.5193;2.37006;2.35955;0;0;[0]
9000084;2.227160651;1;14.93266412;148.2766265;147.5515348;146.8186213;172.3849146;148.2766265;118.8644149;-0.022432721;14.58453479;212.7086551;1.599638722;1.59962395;1.599609198;1.611636;1.599638722;1.58985333;0.481194557;0.00687926;4.73E-05;0;0;0;1.80E-05;0;1.62161;2.77444;2.5969;0;0;[0]
9000085;2.351398571;1;14.14368553;148.1261377;147.491008;146.8637443;173.8534126;148.1261377;123.4382986;0.334078524;13.80213878;190.499035;1.606960652;1.606919478;1.606878272;1.622973334;1.606960652;1.58940878;-0.164745211;0.011498752;0.000132221;0;0;0;0.000110573;0;0.9214;2.75301;2.7529;0;0;[0]
