g;k
23.40128447;36.11164147
23.02804543;33.54373149
18.59432687;30.0597962
25.4514254;32.78936747
24.47623323;41.36352491
26.34757353;35.29641397
27.20358584;36.13105677
23.90500586;32.37509298
28.92883497;47.92266117
21.45325824;34.74440262
17.48337172;36.65500334
27.15109657;35.88719664
18.4661422;29.7886657
20.54419903;30.9183889
18.73041495;23.73562364
22.52334174;35.31722422
22.75103271;27.57748169
23.49960117;33.90730981
22.8153313;34.57020298
25.59393115;36.83557807
21.16627444;34.73060052
21.24021782;31.29499623
21.59578246;32.89236729
25.48829565;31.65029866
19.24429614;31.68331113
25.30908645;34.24999643
21.90270682;37.60710982
22.72555781;34.80815102
25.67017911;35.90974326
24.99198439;30.95832751
21.12828678;37.66355016
20.31667073;30.5373356
26.30672079;37.2974563
24.39305448;35.92318009
23.32664019;35.19229313
22.56541852;34.23615488
18.46807134;29.03938227
24.15445536;34.3842032
20.25114856;31.95345839
18.42570692;27.78212539
19.95296312;30.81506729
18.07316265;25.47617821
20.54556846;24.43605102
18.95960275;30.14302755
21.97747847;36.84753461
21.16500712;35.7064235
22.76834958;37.25784482
19.61261837;27.6819147
25.86023448;36.40001426
23.35377203;36.42043418
24.35498336;34.52377848
20.56859039;32.74259064
25.2913295;30.21753364
24.59304512;35.31966129
20.4017714;33.66799632
27.10700611;39.56064372
22.67029877;35.95930822
22.69521166;31.70074528
21.84864237;35.48723969
20.12624337;33.50391576
25.87363775;37.8238566
21.70664082;34.74654457
25.82364133;30.60297067
17.63697414;24.56267372
21.81774974;33.57123801
25.64026869;37.44839151
26.71509439;36.15007411
21.36359886;29.11137533
22.43160864;36.68412585
21.66579209;35.219938
20.72728983;33.62205093
21.6078822;33.0001919
26.09644155;36.58214788
22.46988595;34.38327785
25.06499167;32.80354016
21.78197859;34.22803928
24.19910265;42.69276982
22.48355341;34.32671248
21.42203904;34.58826615
20.0967758;33.04930104
24.22572948;35.01228078
26.29111806;36.68024027
21.42701075;33.48757529
21.52446389;32.67118517
20.88950942;35.86554308
19.72502229;30.83866167
18.88436557;30.87595578
24.96851237;33.46518203
20.07351608;32.1128829
20.87019024;35.89358667
23.705969;35.28451146
26.33414773;48.59888138
26.3143685;37.01638297
24.46074527;33.98663486
20.62364614;33.4602026
22.25862852;39.46674207
21.79649353;30.98439475
21.14561796;34.59590669
27.30396019;38.03100536
21.60001669;35.88391423
22.16834908;36.20346167
27.82456707;43.32054158
20.48892833;31.95665915
26.35161576;35.41194705
26.18848778;34.95101836
24.28364102;33.91275737
20.58734101;31.94484504
22.18815512;34.08370155
24.26084471;36.08265903
20.15404111;31.28687733
25.62996889;34.07791732
21.46046265;30.82428463
19.83019348;32.63358001
25.48673715;38.51584552
33.07328314;56.48210255
26.0915626;41.87303892
26.47059352;37.07990815
27.64023208;38.17475998
21.21118708;34.81305794
23.74897663;34.21665325
26.6374379;38.35207971
24.27612484;35.79509523
26.1476039;35.69477764
23.2445705;35.4384525
24.7439305;33.8652743
21.3622889;35.41117833
21.01987765;34.40609156
22.03316093;35.21423686
20.54948643;34.32735481
26.27677879;40.16714585
25.23020293;39.12816998
22.36904097;37.76707773
25.09541397;36.09384961
21.50393091;34.66940097
23.48085975;35.41155031
22.91013876;33.74737789
23.48731225;33.76960524
22.24940537;37.36173468
21.43339341;31.99854563
24.36335017;35.22949828
22.51138108;33.80664271
24.52131509;36.33390219
24.34725943;33.27581985
24.60378519;28.13618237
21.53312527;30.21034496
24.07402208;34.7640885
26.38494061;35.28105715
20.21325244;31.97786165
21.88863562;35.03281914
24.47142772;35.97482518
19.51197723;38.54607362
22.22862281;35.00508618
18.72381881;29.04615149
20.79569781;34.30769905
26.08423286;36.84391203
28.80821075;44.92423888
21.58479494;34.60388871
21.50633333;34.99325825
25.46315407;35.40669985
21.76471987;37.57307728
24.05776537;35.24004535
22.77110706;34.65796801
19.6228859;32.36631309
19.8229574;30.69701456
20.39943562;31.88476502
21.0104517;32.78081575
22.18311558;38.06141955
25.21845555;36.44066387
20.47637677;31.95377377
20.79995081;32.56296023
28.57207654;46.8493154
19.64753891;33.05482342
26.29506234;36.67736378
19.61558798;32.30770059
24.73488902;34.38388611
23.61398494;36.2776568
20.5726843;32.21400374
23.37814467;33.10343664
18.55604026;28.12049844
21.05406459;34.06688557
23.79929763;33.93111843
20.32321901;27.57855979
22.47040068;35.09088235
20.8279576;26.7073564
21.61611578;35.61178502
24.55778855;39.11771616
22.12327596;38.6246195
21.14039767;32.28079014
25.74191422;41.48898269
24.27319755;32.25413871
25.78148097;38.29015089
26.8503368;38.32900873
22.56673582;36.74258443
21.31136984;34.21248678
18.03879206;26.36671656
20.09689207;30.70370302
19.92274495;29.99835184
23.88426329;38.47304567
20.89129137;38.11587553
21.46428833;36.70007816
23.68250248;36.886553
22.3212367;37.75835344
22.03020928;42.26422768
25.11611782;37.55006208
20.2045547;34.61970502
20.56123305;35.83694481
19.52953267;37.17807781
18.77405066;35.02175903
26.80809543;38.43608513
21.84696526;36.9611426
24.66789902;33.79738363
22.9907323;38.45475856
24.91831821;41.36231881
